id_venta,fecha,ciudad,canal,sku,producto,categoria_txt,unidades,precio_unitario,descuento,costo_unitario,metodo_pago,cliente_id,documento_cliente,id_factura,vendedor_id,estado
194,2025-08-21,Barranquilla,Distribuidor, SKU-601 ,Tablet,pantallas,3.0,245409,0.09,1427210,TC,1005,38573090,50758,229,completada
195,2025-06-29,CALI,Online,SKU-792,Laptop,audio,5.0,$ 2.357.119,0.35,$ 1.845.836,TC,1017,64610287,54342,202,pendiente
196,2025-04-23,medellin,TIENDA,SKU-781,Tablet,accesorios,2.0,$ 1.011.052,0.33,86325,tarjeta,1080,33431805,57066,208,completada
197,2025-11-14,Barranquilla,TIENDA,SKU-798,Monitor,audio,1.0,$ 758.925,0.09,1616794,nequi,1086,86114772,53116,209,completada
198,2025-02-21,CALI,Distribuidor,SKU-274,Headset,accesorios,1.0,2485849,0.08,$ 391.570,TC,1029,39441876,50764,245,cancelada
199,2025-09-25,Cartagena,TIENDA, SKU-833 ,Headset,accesorios,1.0,$ 2.492.747,28%,1081105,PSE,1020,38376747,59506,249,completada
200,2025-10-22,Barranquilla,Online,SKU-844,Monitor,computo,3.0,$ 1.855.775,13%,$ 592.834,tarjeta,1061,88323679,54029,246,completada
201,2025-04-23,CALI,TIENDA,SKU-773,Laptop,accesorios,,1465687,0.12,1333662,PSE,1009,58861188,56445,225,pendiente
202,2025-04-11,CALI,Online,SKU-520,Monitor,pantallas,2.0,602314,0.06,1857556,nequi,1012,54825800,57443,200,completada
203,2025-04-23, Bogota ,TIENDA, SKU-233 ,Laptop,computo,3.0,1973150,11%,1965256,credit card,1075,17679124,51317,229,cancelada
204,2025-03-22,Cartagena,Distribuidor,SKU-490,Teclado,computo,1.0,$ 165.693,17%,$ 1.475.088,PSE,1008,70614215,50700,237,completada
205,2025-07-06, Bogota ,Online, SKU-835 ,Monitor,audio,1.0,1669734,28%,$ 721.376,credit card,1067,59294827,57527,214,cancelada
206,2025-04-23,medellin,TIENDA,SKU-600,Laptop,accesorios,5.0,$ 930.789,0.13,$ 637.068,tarjeta,1038,95711859,54383,224,pendiente
207,2025-01-02, Bogota ,TIENDA, SKU-764 ,Monitor,accesorios,4.0,905621,0.13,1326016,PSE,1023,26108769,51593,205,completada
208,2025-10-05, Bogota ,TIENDA,SKU-132,Monitor,pantallas,2.0,318818,0.11,$ 1.131.521,PSE,1033,98215346,54145,217,completada
209,2025-08-08,Barranquilla,Online, SKU-154 ,Laptop,audio,2.0,581548,19%,74980,tarjeta,1060,32900904,59422,200,completada
210,2025-02-23,CALI,Online,SKU-618,Laptop,audio,-1.0,980002,0.07,858214,tarjeta,1040,83343975,56707,202,completada
211,2025-12-09,Cartagena,Online,SKU-855,Mouse,computo,4.0,724824,0.19,,TC,1004,21337879,56997,216,completada
212,2025-12-08, Bogota ,Distribuidor,SKU-924,Monitor,computo,5.0,,0.28,635670,nequi,1078,15065719,57026,247,completada
213,2025-08-13,Cartagena,Distribuidor,SKU-737,Headset,computo,4.0,$ 1.852.500,0.01,$ 1.117.020,PSE,1049,33818743,52612,207,completada
214,2025-05-06, Bogota ,Online, SKU-111 ,Monitor,pantallas,1.0,205541,0.0,312180,PSE,1003,76739936,57399,248,pendiente
215,2025-05-10,medellin,TIENDA, SKU-627 ,Monitor,pantallas,1.0,2134346,0.03,$ 1.572.474,tarjeta,1050,12143781,51908,239,completada
216,2025-02-22, Bogota ,Distribuidor,SKU-819,Laptop,computo,2.0,1723728,0.21,1323762,tarjeta,1051,74142008,56954,216,completada
217,2025-06-21,Barranquilla,Online,SKU-654,Monitor,audio,3.0,588011,0.34,1889330,nequi,1038,21178487,51790,224,completada
218,2025-06-08,CALI,TIENDA,SKU-472,Tablet,pantallas,2.0,$ 488.451,0%,697527,tarjeta,1007,45073978,58168,240,completada
219,2025-06-09,medellin,Distribuidor, SKU-583 ,Monitor,audio,3.0,603526,0.37,853099,credit card,1044,95941488,52928,211,completada
220,2025-07-17, Bogota ,TIENDA,SKU-746,Tablet,audio,4.0,279425,0.04,1682391,credit card,1087,28156449,59280,228,completada
221,2025-04-09,Cartagena,TIENDA,SKU-327,Headset,accesorios,1.0,1698297,0.34,$ 1.146.913,credit card,1027,97638858,57681,224,pendiente
222,2025-11-20,medellin,TIENDA,SKU-722,Laptop,computo,3.0,,0.19,$ 1.377.188,credit card,1026,32744785,55251,235,pendiente
223,2025-07-22,medellin,TIENDA,SKU-406,Monitor,accesorios,4.0,$ 2.085.331,0.26,1136470,nequi,1064,92765846,54127,224,completada
224,2025-07-03, Bogota ,Distribuidor,SKU-556,Tablet,computo,1.0,$ 320.589,20%,461300,PSE,1033,32939259,54963,228,completada
225,2025-05-03,,Distribuidor,SKU-259,Tablet,computo,3.0,729163,0.19,602426,credit card,1080,56044202,55311,210,completada
226,2025-09-12,Cartagena,Distribuidor,SKU-430,Tablet,audio,2.0,,33%,,tarjeta,1061,80560209,59357,203,completada
227,2025-10-21,medellin,Online,SKU-875,Teclado,computo,2.0,$ 650.458,0.3,$ 864.333,credit card,1061,98076327,58792,213,completada
228,2025-10-07,Cartagena,Distribuidor,SKU-324,Mouse,audio,2.0,1988093,19%,$ 425.887,nequi,1037,63547182,52025,245,completada
229,2025-11-21, Bogota ,TIENDA,SKU-828,Headset,audio,4.0,$ 2.464.913,0.04,$ 1.058.228,tarjeta,1025,11717222,59776,237,completada
230,2025-04-08,CALI,Distribuidor,SKU-603,Monitor,computo,,2330634,0.9,$ 1.146.614,credit card,1023,26977427,57815,216,completada
231,2025-07-17,medellin,TIENDA,SKU-555,Teclado,audio,5.0,815911,32%,1488437,PSE,1038,65162316,50987,201,completada
232,2025-08-28,CALI,Online, SKU-144 ,Monitor,audio,1.0,$ 619.649,0.21,1726573,tarjeta,1020,89747692,55310,207,completada
233,2025-05-24,Cartagena,TIENDA,SKU-313,Monitor,audio,4.0,1745240,0.19,933164,tarjeta,1093,52616000,51965,235,completada
234,2025-04-07,medellin,TIENDA,SKU-158,Laptop,pantallas,2.0,448910,0.27,384355,PSE,1046,41852787,57316,209,pendiente
235,2025-07-20,Barranquilla,TIENDA,SKU-743,Laptop,audio,,101171,34%,808354,tarjeta,1047,70175171,59631,206,pendiente
236,2025-04-05,CALI,Online,SKU-715,Laptop,pantallas,3.0,2493447,0.25,1681561,credit card,1012,12095383,50868,235,completada
237,2025-07-06,medellin,Distribuidor,SKU-294,Teclado,pantallas,2.0,$ 2.203.448,0.31,1239369,tarjeta,1002,35956067,52063,215,completada
238,2025-11-22,,Distribuidor,SKU-588,Monitor,audio,1.0,$ 1.209.138,0.31,$ 465.472,credit card,1031,66570915,51129,213,completada
239,2025-12-15,medellin,Online, SKU-256 ,Mouse,audio,5.0,2269476,0.14,791385,PSE,1034,54225409,54378,215,completada
240,2025-09-16, Bogota ,TIENDA,SKU-709,Headset,pantallas,3.0,2358687,0.11,918649,TC,1018,43469979,55154,224,completada
241,2025-05-28,,Distribuidor,SKU-325,Laptop,pantallas,5.0,$ 1.400.679,0.32,1919514,PSE,1013,94753561,56256,240,completada
242,2025-09-09,Barranquilla,Online,SKU-511,Laptop,audio,1.0,$ 1.472.242,15%,215015,credit card,1047,14396054,56451,203,completada
243,2025-12-12,Barranquilla,Distribuidor,SKU-304,Monitor,audio,5.0,$ 803.258,0.36,1187914,nequi,1085,61600078,51934,228,completada
244,2025-05-27,Cartagena,Online,SKU-178,Monitor,computo,1.0,1916999,0.03,$ 1.091.419,PSE,1080,86243875,51076,205,completada
245,2025-05-28,medellin,TIENDA,SKU-223,Teclado,pantallas,1.0,1240575,2%,1727982,nequi,1067,31682565,55200,200,pendiente
246,2025-12-18,CALI,Distribuidor,SKU-570,Teclado,pantallas,5.0,,37%,1021840,nequi,1044,56070309,51639,238,completada
247,2025-07-18,Cartagena,Online,SKU-317,Laptop,computo,1.0,$ 1.897.887,26%,996489,credit card,1018,57336354,59584,200,completada
248,2025-04-11,CALI,Distribuidor,SKU-615,Monitor,pantallas,2.0,$ 1.781.201,0.15,380208,credit card,1063,41249635,56385,239,completada
249,2025-08-05,medellin,Distribuidor,SKU-701,Mouse,accesorios,1.0,,0.3,$ 242.997,TC,1065,73894877,58222,202,completada
250,2025-02-08,Barranquilla,Distribuidor,SKU-203,Headset,pantallas,-1.0,1420507,0.27,1189993,tarjeta,1078,86328756,57996,200,completada
251,2025-12-04,,Distribuidor,SKU-492,Monitor,computo,1.0,$ 1.285.832,0.21,$ 1.180.161,PSE,1065,60061053,50703,200,completada
252,2025-12-26,Barranquilla,Online,SKU-730,Monitor,accesorios,4.0,60736,0.04,569634,credit card,1074,20140380,59060,238,completada
253,2025-09-05,Cartagena,TIENDA,SKU-744,Tablet,audio,1.0,$ 1.355.250,0.32,$ 234.356,PSE,1044,57714803,55480,220,completada
254,2025-09-24, Bogota ,Online, SKU-923 ,Teclado,computo,1.0,$ 229.124,0.35,1448872,nequi,1086,23626214,58424,244,completada
255,2025-05-31,Cartagena,Online,SKU-707,Headset,computo,5.0,408742,0.07,913201,tarjeta,1073,52204785,57777,229,completada
256,2025-10-25,medellin,Online,SKU-533,Laptop,audio,2.0,2341945,0.34,1690255,TC,1066,15963523,55362,231,completada
257,2025-04-09, Bogota ,TIENDA,SKU-430,Monitor,computo,2.0,662911,0.35,,PSE,1068,76017347,50950,232,completada
258,2025-09-20,Cartagena,Distribuidor,SKU-242,Laptop,pantallas,3.0,$ 696.935,22%,1510318,tarjeta,1002,72048378,58250,247,completada
259,2025-09-09,medellin,Distribuidor,SKU-899,Monitor,audio,5.0,1705124,0.26,1923151,TC,1037,97733932,52818,221,completada
260,2025-05-24,Barranquilla,Distribuidor,SKU-639,Laptop,computo,5.0,$ 452.859,0.15,1886795,PSE,1076,82049816,53600,229,completada
261,2025-12-12,medellin,TIENDA,SKU-377,Headset,audio,2.0,421072,0.11,$ 835.015,tarjeta,1041,70574669,58493,245,completada
262,2025-04-22,CALI,Distribuidor,SKU-332,Teclado,audio,5.0,2115637,0.29,1207211,credit card,1082,23689610,57845,203,pendiente
263,2025-03-01,medellin,TIENDA,SKU-628,Headset,audio,2.0,$ 1.407.168,0.34,192132,PSE,1039,17046305,52944,222,pendiente
264,2025-01-02,medellin,Distribuidor,SKU-670,Tablet,accesorios,-1.0,976010,26%,275609,tarjeta,1049,25961301,56255,243,completada
265,2025-10-31,CALI,Distribuidor,SKU-189,Mouse,computo,1.0,763264,0.2,,TC,1034,93490701,57580,224,cancelada
266,2025-09-11,Cartagena,Online,SKU-591,Teclado,accesorios,2.0,$ 685.329,0.06,784822,tarjeta,1023,73180151,58508,211,completada
267,2025-05-20,Cartagena,TIENDA,SKU-298,Headset,computo,2.0,294548,0.02,$ 704.050,credit card,1087,35350039,55264,216,pendiente
268,2025-02-06,medellin,Online,SKU-461,Tablet,pantallas,4.0,$ 1.497.775,0.18,$ 1.436.953,PSE,1016,68652090,57518,214,completada
269,2025-06-09,CALI,Online,SKU-540,Mouse,pantallas,5.0,2287686,0.02,$ 240.784,PSE,1039,13156390,58122,209,completada
270,2025-01-09,CALI,Online, SKU-125 ,Tablet,pantallas,5.0,2398656,0.23,29925,PSE,1073,89225770,51178,234,completada
271,2025-08-21,Barranquilla,TIENDA,SKU-124,Monitor,computo,2.0,$ 439.503,15%,$ 1.805.723,credit card,1065,92187043,53855,228,completada
272,2025-04-09,Cartagena,TIENDA, SKU-493 ,Monitor,audio,1.0,$ 2.313.696,30%,1146760,TC,1043,12912166,58523,211,completada
273,2025-05-27, Bogota ,Distribuidor,SKU-606,Laptop,audio,1.0,1832901,12%,1664379,PSE,1022,54023484,56037,200,pendiente
274,2025-10-31,Cartagena,Online,SKU-400,Teclado,accesorios,1.0,178253,0.24,214330,TC,1005,36806159,50527,200,completada
275,2025-07-27,Cartagena,Distribuidor, SKU-438 ,Monitor,accesorios,5.0,$ 689.745,0.22,$ 675.715,tarjeta,1065,51067749,52059,209,completada
276,2025-05-11,Barranquilla,Online, SKU-366 ,Tablet,pantallas,4.0,1679537,0.0,1371789,TC,1020,49659615,59290,217,completada
277,2025-06-01, Bogota ,TIENDA, SKU-560 ,Teclado,accesorios,2.0,1299898,0.03,764695,TC,1034,27637729,50211,246,completada
278,2025-02-23,Barranquilla,TIENDA,SKU-792,Monitor,computo,3.0,2384840,12%,$ 1.164.430,PSE,1028,81537799,51714,201,completada
279,2025-04-30, Bogota ,TIENDA,SKU-555,Laptop,computo,4.0,$ 791.143,0.35,855903,nequi,1006,75095517,52688,248,completada
280,2025-06-10,medellin,Online,SKU-459,Headset,accesorios,3.0,$ 316.694,0.06,309849,nequi,1092,33237574,53266,207,completada
281,2025-04-26, Bogota ,TIENDA,SKU-167,Laptop,accesorios,4.0,$ 1.481.433,0.28,$ 189.981,credit card,1052,92713498,55149,221,completada
282,2025-03-16,Barranquilla,Online, SKU-962 ,Mouse,accesorios,1.0,$ 1.935.029,39%,234678,credit card,1036,94945368,59224,221,completada
283,2025-04-23,Cartagena,Distribuidor,SKU-511,Monitor,accesorios,5.0,$ 1.346.325,0.32,143501,nequi,1022,99472631,51332,225,completada
284,2025-04-14, Bogota ,Online,SKU-590,Mouse,pantallas,3.0,$ 516.389,0.1,$ 1.179.937,tarjeta,1096,42373165,56820,225,completada
285,2025-12-06, Bogota ,Distribuidor,SKU-932,Mouse,pantallas,4.0,2167865,0.36,1248387,PSE,1007,41059880,55891,208,pendiente
286,2025-09-11,CALI,Online,SKU-148,Tablet,accesorios,5.0,1406123,4%,$ 222.892,PSE,1075,83108430,54686,220,completada
287,2025-08-15,Cartagena,Distribuidor, SKU-786 ,Teclado,computo,3.0,1596845,0.19,626561,tarjeta,1047,14390741,54091,230,completada
288,2025-04-22,medellin,TIENDA,SKU-663,Tablet,pantallas,2.0,1008722,0.36,$ 1.348.961,tarjeta,1009,53603089,50443,242,completada
289,2025-04-09,Barranquilla,Distribuidor, SKU-201 ,Monitor,computo,4.0,2057398,0.26,$ 1.484.206,nequi,1078,37624971,59690,205,completada
290,2025-06-02,,TIENDA, SKU-315 ,Mouse,audio,2.0,1970639,0.17,$ 65.818,credit card,1023,74387158,50926,213,completada
291,2025-12-15,Cartagena,TIENDA,SKU-537,Headset,computo,1.0,$ 115.335,0.12,166967,tarjeta,1089,22070834,56246,232,completada
292,2025-04-12, Bogota ,Distribuidor,SKU-799,Mouse,accesorios,2.0,2224593,0.15,369451,credit card,1046,33829926,50622,206,completada
293,2025-07-13, Bogota ,Online,SKU-668,Headset,audio,2.0,1085560,0.2,$ 1.257.057,TC,1052,73352073,59671,223,completada
294,2025-06-11,Cartagena,Online,SKU-658,Tablet,pantallas,4.0,$ 111.656,0.13,$ 1.512.116,PSE,1038,18242909,53037,208,completada
295,2025-12-06, Bogota ,Online,SKU-258,Tablet,pantallas,1.0,2182766,39%,1392640,nequi,1066,46453961,50233,210,completada
296,2025-07-27, Bogota ,Online,SKU-588,Teclado,audio,2.0,$ 2.284.115,0.9,$ 461.771,PSE,1065,93797485,59809,222,completada
297,2025-06-18, Bogota ,Online,SKU-785,Mouse,computo,5.0,$ 373.153,0.35,133642,nequi,1005,17681356,52691,247,completada
298,2025-10-06,Barranquilla,TIENDA,SKU-341,Laptop,pantallas,3.0,$ 1.999.442,17%,1391173,TC,1020,95267253,57402,201,completada
299,2025-09-03,Barranquilla,Online, SKU-893 ,Tablet,accesorios,2.0,1007938,28%,824121,PSE,1072,91735269,50386,214,completada
300,2025-10-16,CALI,TIENDA, SKU-852 ,Tablet,audio,1.0,956066,36%,$ 210.428,TC,1073,96913960,51634,234,cancelada
301,2025-10-04,medellin,TIENDA,SKU-981,Teclado,accesorios,2.0,1002014,34%,1811947,nequi,1035,61383276,58110,235,completada
302,2025-10-31,Cartagena,TIENDA,SKU-104,Headset,audio,3.0,$ 882.839,0.17,416468,tarjeta,1002,88946494,54133,227,completada
303,2025-05-15,Cartagena,Distribuidor,SKU-695,Teclado,pantallas,1.0,1702245,0.04,$ 832.276,PSE,1087,31723084,59376,238,completada
304,2025-07-14,Cartagena,Distribuidor,SKU-919,Mouse,computo,4.0,1554710,3%,110687,TC,1085,98012644,55581,243,completada
305,2025-08-05,CALI,TIENDA,SKU-460,Monitor,audio,1.0,1084367,0.23,1562334,PSE,1077,32682696,51967,203,completada
306,2025-02-02,Barranquilla,Distribuidor,SKU-558,Monitor,audio,4.0,1126623,0.9,1873373,PSE,1041,82186695,55568,209,completada
307,2025-06-25,CALI,Online,SKU-347,Headset,accesorios,1.0,$ 254.898,0.34,$ 1.724.962,PSE,1044,32351014,57284,205,completada
308,2025-01-22,Cartagena,Online,SKU-665,Tablet,pantallas,3.0,481122,0.12,1948311,credit card,1043,96812839,58432,229,completada
309,2025-08-26,medellin,TIENDA, SKU-772 ,Headset,accesorios,3.0,$ 695.025,0.07,$ 305.667,TC,1090,33462453,55145,245,completada
310,2025-06-07, Bogota ,Online,SKU-521,Tablet,pantallas,1.0,90246,0.15,529513,TC,1032,46656386,55767,234,completada
311,2025-02-07,Barranquilla,TIENDA,SKU-837,Tablet,accesorios,2.0,$ 1.303.531,14%,$ 1.205.130,PSE,1059,29939319,58753,248,completada
312,2025-08-18,Barranquilla,TIENDA, SKU-114 ,Monitor,audio,3.0,2465444,0.05,127105,tarjeta,1085,86047470,51999,242,cancelada
313,2025-12-31,CALI,Online,SKU-835,Headset,accesorios,4.0,$ 1.468.586,27%,$ 1.898.896,PSE,1092,82082080,54901,209,completada
314,2025-02-20,Barranquilla,Distribuidor,SKU-672,Teclado,computo,4.0,1625752,0.2,$ 1.701.748,credit card,1082,50840031,52779,231,pendiente
315,2025-09-21,Cartagena,Online,SKU-221,Tablet,pantallas,5.0,590819,0.29,$ 1.694.832,nequi,1082,84070854,59867,241,pendiente
316,2025-10-10,Cartagena,Online,SKU-376,Laptop,pantallas,4.0,$ 1.970.660,0.14,1900118,credit card,1069,99498130,56192,241,pendiente
317,2025-01-27,CALI,TIENDA,SKU-657,Laptop,audio,5.0,827040,13%,1809580,tarjeta,1082,51230897,51677,202,cancelada
318,2025-08-14,Cartagena,TIENDA,SKU-552,Teclado,pantallas,1.0,2460282,0.19,1457285,PSE,1076,49786670,59843,225,completada
319,2025-10-04,medellin,TIENDA,SKU-489,Laptop,computo,1.0,1057886,0.35,1512986,TC,1025,40973266,54177,214,completada
320,2025-10-13,CALI,TIENDA,SKU-393,Mouse,accesorios,1.0,2463292,0.02,$ 1.669.865,PSE,1085,99596413,57211,216,completada
321,2025-04-07,,Distribuidor,SKU-673,Tablet,audio,2.0,2174828,0.32,54767,tarjeta,1020,27593689,57873,226,completada
322,2025-10-11, Bogota ,Distribuidor,SKU-697,Teclado,computo,2.0,1604424,0.15,568838,TC,1099,67547856,53841,217,cancelada
323,2025-11-13,medellin,Distribuidor,SKU-545,Headset,pantallas,5.0,1119044,0.9,$ 1.587.837,credit card,1001,71164917,57098,218,pendiente
324,2025-10-31, Bogota ,TIENDA, SKU-309 ,Tablet,pantallas,4.0,1053388,0.32,$ 1.208.481,nequi,1046,90611483,56416,211,completada
325,2025-05-27, Bogota ,TIENDA,SKU-689,Teclado,computo,4.0,471989,0.14,$ 1.197.618,nequi,1029,89455002,54885,223,completada
326,2025-04-01,medellin,TIENDA,SKU-813,Monitor,accesorios,,$ 839.555,0.28,$ 1.686.179,PSE,1026,60193907,50594,204,completada
327,2025-04-02,CALI,Distribuidor,SKU-401,Headset,accesorios,3.0,685078,6%,110494,credit card,1070,78539128,52612,223,completada
328,2025-07-11,Cartagena,TIENDA,SKU-322,Monitor,audio,2.0,737997,0.36,$ 1.055.016,tarjeta,1019,16498450,56359,226,completada
329,2025-02-18,Cartagena,Online,SKU-833,Tablet,pantallas,2.0,2164751,0.16,1715288,nequi,1049,40802354,51496,247,completada
330,2025-01-17, Bogota ,Online,SKU-102,Headset,computo,1.0,168469,0.18,915287,credit card,1094,20024454,53555,229,cancelada
331,2025-06-21, Bogota ,TIENDA, SKU-617 ,Laptop,accesorios,2.0,2357422,0.28,1146257,PSE,1022,93689116,54861,214,completada
332,2025-08-08,CALI,Online,SKU-192,Teclado,audio,1.0,1136136,33%,$ 1.951.497,TC,1012,46284406,54766,246,pendiente
333,2025-06-07,Barranquilla,Online,SKU-619,Tablet,pantallas,5.0,536394,9%,719537,PSE,1080,95221444,53358,237,completada
334,2025-02-15,medellin,Distribuidor,SKU-527,Mouse,pantallas,4.0,$ 2.110.825,26%,931978,PSE,1003,88157405,59793,243,cancelada
335,2025-01-06, Bogota ,TIENDA,SKU-592,Headset,audio,3.0,$ 540.112,0.16,1315987,credit card,1013,64871920,50914,233,completada
336,2025-04-09,Cartagena,TIENDA,SKU-334,Headset,audio,4.0,$ 1.123.519,0.15,,nequi,1019,31486442,51844,226,cancelada
337,2025-08-21,CALI,Distribuidor,SKU-719,Tablet,accesorios,4.0,1318071,0.28,568188,credit card,1012,52864503,51995,219,completada
338,2025-06-02,medellin,Online,SKU-260,Tablet,computo,5.0,1118966,0.15,$ 29.126,TC,1002,52776761,57625,240,completada
339,2025-10-07,CALI,Online,SKU-820,Monitor,pantallas,2.0,2438853,0.14,1699062,credit card,1089,18820939,50094,231,completada
340,2025-12-15,medellin,TIENDA,SKU-851,Laptop,computo,3.0,$ 1.070.482,33%,1789626,tarjeta,1089,21252265,58684,203,pendiente
341,2025-10-29,medellin,Online,SKU-430,Monitor,pantallas,2.0,552249,0.04,$ 1.806.680,PSE,1081,20115084,53069,204,completada
342,2025-06-30, Bogota ,Distribuidor,SKU-432,Monitor,pantallas,4.0,2110178,27%,356447,nequi,1095,50143513,50149,207,completada
343,2025-04-05,CALI,Distribuidor,SKU-149,Laptop,computo,1.0,209773,0.1,$ 231.651,TC,1077,79432593,51046,221,completada
344,2025-04-09,CALI,TIENDA,SKU-622,Mouse,audio,4.0,$ 362.808,0.01,344205,PSE,1046,48679027,52803,241,completada
345,2025-07-07,Cartagena,Distribuidor,SKU-962,Monitor,accesorios,2.0,$ 1.149.775,0.07,$ 1.555.856,credit card,1002,76394480,55334,206,cancelada
346,2025-04-26,Cartagena,Distribuidor,SKU-767,Monitor,pantallas,,,24%,$ 31.978,tarjeta,1000,81817939,58590,221,completada
347,2025-10-07, Bogota ,TIENDA,SKU-591,Headset,audio,1.0,$ 2.067.298,0.28,1644208,credit card,1089,37446927,54476,245,completada
348,2025-09-10, Bogota ,Distribuidor,SKU-681,Laptop,pantallas,-1.0,$ 1.190.933,0.01,$ 1.372.368,PSE,1023,64667620,57276,229,pendiente
349,2025-06-10,Barranquilla,Distribuidor,SKU-780,Teclado,accesorios,2.0,1411449,0.01,1326775,TC,1034,89097085,50551,236,completada
350,2025-09-13,Cartagena,Distribuidor,SKU-371,Mouse,pantallas,4.0,2429864,0.36,90582,nequi,1013,54219214,58486,215,cancelada
351,2025-11-19,medellin,Online, SKU-679 ,Mouse,accesorios,2.0,879734,0.03,1296035,PSE,1066,50728057,51143,214,completada
352,2025-08-05,CALI,TIENDA,SKU-966,Laptop,accesorios,,,0.36,,TC,1012,82119783,50455,204,completada
353,2025-01-18, Bogota ,TIENDA, SKU-351 ,Tablet,pantallas,4.0,1687832,0.09,453092,PSE,1046,42788758,59745,202,completada
354,2025-10-08,CALI,TIENDA,SKU-659,Tablet,pantallas,4.0,2277728,30%,1575155,tarjeta,1049,26385082,58360,222,completada
355,2025-08-11,CALI,Online,SKU-795,Headset,accesorios,2.0,1892154,0.12,$ 762.520,credit card,1077,46413885,51946,209,completada
356,2025-02-23,Barranquilla,Online, SKU-931 ,Headset,audio,2.0,933605,34%,1957962,nequi,1084,35786480,56115,204,completada
357,2025-02-27,Cartagena,TIENDA,SKU-798,Laptop,computo,1.0,1530399,0.28,1626589,TC,1025,24726965,57310,222,completada
358,2025-11-19, Bogota ,Online,SKU-189,Headset,accesorios,5.0,36939,0.16,413471,nequi,1002,97508536,56180,214,completada
359,2025-12-26,CALI,TIENDA,SKU-545,Mouse,pantallas,1.0,,0.03,483163,nequi,1050,12463208,55817,217,cancelada
360,2025-06-23, Bogota ,Online, SKU-431 ,Mouse,pantallas,4.0,326604,0.29,$ 854.812,nequi,1039,33664022,55380,224,completada
361,2025-10-07,medellin,Distribuidor,SKU-238,Teclado,audio,2.0,$ 2.052.656,25%,785008,TC,1067,74640059,56374,207,completada
362,2025-04-24,Barranquilla,Distribuidor,SKU-456,Tablet,computo,,2316446,0.0,592621,TC,1035,81113032,58445,230,pendiente
363,2025-10-15,medellin,TIENDA, SKU-700 ,Laptop,accesorios,4.0,$ 2.179.271,0.0,319603,nequi,1050,11981908,58070,220,completada
364,2025-12-08, Bogota ,Online,SKU-373,Monitor,accesorios,,$ 1.478.251,0.32,917950,credit card,1000,76563816,51320,201,completada
365,2025-05-31,,Online,SKU-118,Tablet,computo,3.0,1023750,0.1,1849774,PSE,1032,38830701,57123,221,pendiente
366,2025-05-07,Cartagena,Distribuidor,SKU-410,Monitor,accesorios,4.0,1287403,25%,313307,nequi,1006,65330358,56153,207,pendiente
367,2025-06-04,CALI,Distribuidor,SKU-969,Teclado,computo,2.0,$ 1.335.777,0.18,1228619,tarjeta,1051,72543732,56589,222,completada
368,2025-09-30,CALI,Online,SKU-985,Teclado,pantallas,-1.0,169805,0.35,1553563,nequi,1010,30175934,53607,231,completada
369,2025-04-14,medellin,Online,SKU-253,Headset,computo,3.0,1874165,0.37,$ 1.784.085,TC,1026,23538302,50400,207,completada
370,2025-10-26,Barranquilla,Online, SKU-489 ,Teclado,accesorios,-1.0,1890038,40%,1059654,PSE,1013,56739632,56042,203,completada
371,2025-09-03,CALI,Online,SKU-359,Teclado,computo,4.0,2267837,0.9,$ 1.410.450,tarjeta,1085,72180926,50362,229,completada
372,2025-06-25,Cartagena,Online,SKU-719,Monitor,audio,5.0,$ 1.701.476,0.35,$ 296.620,PSE,1079,57160748,53851,218,completada
373,2025-08-02,medellin,Online,SKU-982,Headset,pantallas,5.0,$ 397.224,11%,$ 1.394.300,PSE,1045,31437512,53412,222,completada
374,2025-06-19,medellin,TIENDA,SKU-896,Teclado,pantallas,4.0,1938036,24%,$ 1.315.407,tarjeta,1075,85642080,50084,217,completada
375,2025-09-04,Cartagena,Online,SKU-670,Tablet,computo,2.0,499498,0.2,$ 907.008,nequi,1009,52079812,51824,228,completada
376,2025-01-26,Barranquilla,Distribuidor,SKU-224,Teclado,accesorios,4.0,1204836,0.01,$ 363.737,nequi,1023,65619819,58499,222,completada
377,2025-12-21,Cartagena,TIENDA,SKU-453,Headset,audio,4.0,258178,0.37,739410,nequi,1060,85317957,58822,232,completada
378,2025-02-11,Barranquilla,Online,SKU-372,Laptop,pantallas,3.0,279418,3%,$ 1.270.174,credit card,1017,32145708,54775,246,completada
379,2025-01-13,Cartagena,Distribuidor,SKU-718,Headset,pantallas,5.0,2146832,28%,$ 1.561.288,nequi,1085,89184665,57868,217,completada
380,2025-11-12,Cartagena,TIENDA,SKU-910,Monitor,accesorios,3.0,254433,0.31,1959079,tarjeta,1008,26141339,57619,243,completada
381,2025-11-09, Bogota ,Distribuidor, SKU-344 ,Laptop,accesorios,3.0,2046199,0.32,$ 1.702.696,credit card,1016,22626727,57418,232,completada
382,2025-02-05,medellin,Online,SKU-947,Tablet,audio,4.0,$ 384.446,0.05,$ 1.464.299,nequi,1057,33058318,52371,206,completada
383,2025-06-22,Cartagena,Online,SKU-549,Mouse,computo,3.0,468934,0.18,$ 1.527.185,credit card,1012,16709332,57068,227,completada
384,2025-01-20,Cartagena,Online,SKU-346,Headset,accesorios,5.0,1067725,0.33,$ 682.478,tarjeta,1049,37973439,53300,200,completada
385,2025-11-17,CALI,Online,SKU-619,Monitor,computo,3.0,$ 1.598.660,0.12,,nequi,1005,70738589,55821,238,completada
